passport,destination,purpose,visaType,requirement,maxStayDays,multipleEntry,ordinaryPassport,sourceName,sourceUrl,notes
"PK","ES","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","NL","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","CH","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","AT","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","PT","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","GR","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","EG","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","QA","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","KW","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","OM","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","BH","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","ID","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","TH","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","VN","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","KR","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","NZ","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","ZA","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
"PK","BR","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for Pakistani passport holders."
