passport,destination,purpose,visaType,requirement,maxStayDays,multipleEntry,ordinaryPassport,sourceName,sourceUrl,notes
"OM","GB","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","US","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","CA","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","AU","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","NZ","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","FR","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","DE","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","IT","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","ES","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","NL","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","CH","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","AT","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","TR","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","JP","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","KR","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","CN","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","IN","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","PK","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","AE","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","SA","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","QA","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","BH","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","SG","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","MY","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","TH","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","ID","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
"OM","VN","TOURISM","TOURIST","VISA_REQUIRED","90","false","true","Official Government Immigration Source","","Tourism visa requirement information for OM passport holders."
